image_path,gt_path
OFRD\train\image_data\1623688519595.png,OFRD\train\gt_image\1623688519595_fillcolor.png
OFRD\train\image_data\1623722238767.png,OFRD\train\gt_image\1623722238767_fillcolor.png
OFRD\train\image_data\1623688516894.png,OFRD\train\gt_image\1623688516894_fillcolor.png
OFRD\train\image_data\1623390665864.png,OFRD\train\gt_image\1623390665864_fillcolor.png
OFRD\train\image_data\1623688518893.png,OFRD\train\gt_image\1623688518893_fillcolor.png
OFRD\train\image_data\1623731225942.png,OFRD\train\gt_image\1623731225942_fillcolor.png
OFRD\train\image_data\1619783769734.png,OFRD\train\gt_image\1619783769734_fillcolor.png
OFRD\train\image_data\1623688572218.png,OFRD\train\gt_image\1623688572218_fillcolor.png
OFRD\train\image_data\1624045583664.png,OFRD\train\gt_image\1624045583664_fillcolor.png
OFRD\train\image_data\1623724421584.png,OFRD\train\gt_image\1623724421584_fillcolor.png
OFRD\train\image_data\1623433627655.png,OFRD\train\gt_image\1623433627655_fillcolor.png
OFRD\train\image_data\1623722237658.png,OFRD\train\gt_image\1623722237658_fillcolor.png
OFRD\train\image_data\1624045576262.png,OFRD\train\gt_image\1624045576262_fillcolor.png
OFRD\train\image_data\1623688571185.png,OFRD\train\gt_image\1623688571185_fillcolor.png
OFRD\train\image_data\1623733153185.png,OFRD\train\gt_image\1623733153185_fillcolor.png
OFRD\train\image_data\1623733093236.png,OFRD\train\gt_image\1623733093236_fillcolor.png
OFRD\train\image_data\1623170288994.png,OFRD\train\gt_image\1623170288994_fillcolor.png
OFRD\train\image_data\1620330627830.png,OFRD\train\gt_image\1620330627830_fillcolor.png
OFRD\train\image_data\1623733141533.png,OFRD\train\gt_image\1623733141533_fillcolor.png
OFRD\train\image_data\1623688568243.png,OFRD\train\gt_image\1623688568243_fillcolor.png
OFRD\train\image_data\1623728574961.png,OFRD\train\gt_image\1623728574961_fillcolor.png
OFRD\train\image_data\1623688525900.png,OFRD\train\gt_image\1623688525900_fillcolor.png
OFRD\train\image_data\1623733083893.png,OFRD\train\gt_image\1623733083893_fillcolor.png
OFRD\train\image_data\1623728568664.png,OFRD\train\gt_image\1623728568664_fillcolor.png
OFRD\train\image_data\1623171157922.png,OFRD\train\gt_image\1623171157922_fillcolor.png
OFRD\train\image_data\1623390591910.png,OFRD\train\gt_image\1623390591910_fillcolor.png
OFRD\train\image_data\1623733145154.png,OFRD\train\gt_image\1623733145154_fillcolor.png
OFRD\train\image_data\1623170291852.png,OFRD\train\gt_image\1623170291852_fillcolor.png
OFRD\train\image_data\1623170252671.png,OFRD\train\gt_image\1623170252671_fillcolor.png
OFRD\train\image_data\1623731228424.png,OFRD\train\gt_image\1623731228424_fillcolor.png
OFRD\train\image_data\1623170227823.png,OFRD\train\gt_image\1623170227823_fillcolor.png
OFRD\train\image_data\1623390666660.png,OFRD\train\gt_image\1623390666660_fillcolor.png
OFRD\train\image_data\1623171129461.png,OFRD\train\gt_image\1623171129461_fillcolor.png
OFRD\train\image_data\1620330598629.png,OFRD\train\gt_image\1620330598629_fillcolor.png
OFRD\train\image_data\1619783814237.png,OFRD\train\gt_image\1619783814237_fillcolor.png
OFRD\train\image_data\1623171136998.png,OFRD\train\gt_image\1623171136998_fillcolor.png
OFRD\train\image_data\1619783813816.png,OFRD\train\gt_image\1619783813816_fillcolor.png
OFRD\train\image_data\1623724426193.png,OFRD\train\gt_image\1623724426193_fillcolor.png
OFRD\train\image_data\1623722235119.png,OFRD\train\gt_image\1623722235119_fillcolor.png
OFRD\train\image_data\1620330591415.png,OFRD\train\gt_image\1620330591415_fillcolor.png
OFRD\train\image_data\1623724429603.png,OFRD\train\gt_image\1623724429603_fillcolor.png
OFRD\train\image_data\1623731162415.png,OFRD\train\gt_image\1623731162415_fillcolor.png
OFRD\train\image_data\1623728610740.png,OFRD\train\gt_image\1623728610740_fillcolor.png
OFRD\train\image_data\1624045573661.png,OFRD\train\gt_image\1624045573661_fillcolor.png
OFRD\train\image_data\1623170239087.png,OFRD\train\gt_image\1623170239087_fillcolor.png
OFRD\train\image_data\1623688524493.png,OFRD\train\gt_image\1623688524493_fillcolor.png
OFRD\train\image_data\1623171145561.png,OFRD\train\gt_image\1623171145561_fillcolor.png
OFRD\train\image_data\1624042000799.png,OFRD\train\gt_image\1624042000799_fillcolor.png
OFRD\train\image_data\1623390584858.png,OFRD\train\gt_image\1623390584858_fillcolor.png
OFRD\train\image_data\1623170285116.png,OFRD\train\gt_image\1623170285116_fillcolor.png
OFRD\train\image_data\1620330623138.png,OFRD\train\gt_image\1620330623138_fillcolor.png
OFRD\train\image_data\1623728559365.png,OFRD\train\gt_image\1623728559365_fillcolor.png
OFRD\train\image_data\1623688524694.png,OFRD\train\gt_image\1623688524694_fillcolor.png
OFRD\train\image_data\1624045571463.png,OFRD\train\gt_image\1624045571463_fillcolor.png
OFRD\train\image_data\1623724449827.png,OFRD\train\gt_image\1623724449827_fillcolor.png
OFRD\train\image_data\1620330590715.png,OFRD\train\gt_image\1620330590715_fillcolor.png
OFRD\train\image_data\1623390598690.png,OFRD\train\gt_image\1623390598690_fillcolor.png
OFRD\train\image_data\1624042001682.png,OFRD\train\gt_image\1624042001682_fillcolor.png
OFRD\train\image_data\1620497411930.png,OFRD\train\gt_image\1620497411930_fillcolor.png
OFRD\train\image_data\1624045584663.png,OFRD\train\gt_image\1624045584663_fillcolor.png
OFRD\train\image_data\1623724415279.png,OFRD\train\gt_image\1623724415279_fillcolor.png
OFRD\train\image_data\1623171122454.png,OFRD\train\gt_image\1623171122454_fillcolor.png
OFRD\train\image_data\1623733149616.png,OFRD\train\gt_image\1623733149616_fillcolor.png
OFRD\train\image_data\1623733121204.png,OFRD\train\gt_image\1623733121204_fillcolor.png
OFRD\train\image_data\1623390599055.png,OFRD\train\gt_image\1623390599055_fillcolor.png
OFRD\train\image_data\1624045557463.png,OFRD\train\gt_image\1624045557463_fillcolor.png
OFRD\train\image_data\1623724448198.png,OFRD\train\gt_image\1623724448198_fillcolor.png
OFRD\train\image_data\1623724446017.png,OFRD\train\gt_image\1623724446017_fillcolor.png
OFRD\train\image_data\1619778742376.png,OFRD\train\gt_image\1619778742376_fillcolor.png
OFRD\train\image_data\1619778743099.png,OFRD\train\gt_image\1619778743099_fillcolor.png
OFRD\train\image_data\1620330591217.png,OFRD\train\gt_image\1620330591217_fillcolor.png
OFRD\train\image_data\1623733093923.png,OFRD\train\gt_image\1623733093923_fillcolor.png
OFRD\train\image_data\1624045557063.png,OFRD\train\gt_image\1624045557063_fillcolor.png
OFRD\train\image_data\1623170239342.png,OFRD\train\gt_image\1623170239342_fillcolor.png
OFRD\train\image_data\1623171124702.png,OFRD\train\gt_image\1623171124702_fillcolor.png
OFRD\train\image_data\1620330549039.png,OFRD\train\gt_image\1620330549039_fillcolor.png
OFRD\train\image_data\1624045558662.png,OFRD\train\gt_image\1624045558662_fillcolor.png
OFRD\train\image_data\1623171124411.png,OFRD\train\gt_image\1623171124411_fillcolor.png
OFRD\train\image_data\1623390592504.png,OFRD\train\gt_image\1623390592504_fillcolor.png
OFRD\train\image_data\1624045559462.png,OFRD\train\gt_image\1624045559462_fillcolor.png
OFRD\train\image_data\1624045583462.png,OFRD\train\gt_image\1624045583462_fillcolor.png
OFRD\train\image_data\1623688562975.png,OFRD\train\gt_image\1623688562975_fillcolor.png
OFRD\train\image_data\1620330631723.png,OFRD\train\gt_image\1620330631723_fillcolor.png
OFRD\train\image_data\1623733083125.png,OFRD\train\gt_image\1623733083125_fillcolor.png
OFRD\train\image_data\1623724449451.png,OFRD\train\gt_image\1623724449451_fillcolor.png
OFRD\train\image_data\1623390654026.png,OFRD\train\gt_image\1623390654026_fillcolor.png
OFRD\train\image_data\1623688536496.png,OFRD\train\gt_image\1623688536496_fillcolor.png
OFRD\train\image_data\1620330551022.png,OFRD\train\gt_image\1620330551022_fillcolor.png
OFRD\train\image_data\1620330622321.png,OFRD\train\gt_image\1620330622321_fillcolor.png
OFRD\train\image_data\1620497411326.png,OFRD\train\gt_image\1620497411326_fillcolor.png
OFRD\train\image_data\1623390666295.png,OFRD\train\gt_image\1623390666295_fillcolor.png
OFRD\train\image_data\1623171140116.png,OFRD\train\gt_image\1623171140116_fillcolor.png
OFRD\train\image_data\1620330595641.png,OFRD\train\gt_image\1620330595641_fillcolor.png
OFRD\train\image_data\1620330630626.png,OFRD\train\gt_image\1620330630626_fillcolor.png
OFRD\train\image_data\1623688516496.png,OFRD\train\gt_image\1623688516496_fillcolor.png
OFRD\train\image_data\1623688569744.png,OFRD\train\gt_image\1623688569744_fillcolor.png
OFRD\train\image_data\1623171126598.png,OFRD\train\gt_image\1623171126598_fillcolor.png
OFRD\train\image_data\1623390656477.png,OFRD\train\gt_image\1623390656477_fillcolor.png
OFRD\train\image_data\1624045570663.png,OFRD\train\gt_image\1624045570663_fillcolor.png
OFRD\train\image_data\1623171098888.png,OFRD\train\gt_image\1623171098888_fillcolor.png
OFRD\train\image_data\1623733160654.png,OFRD\train\gt_image\1623733160654_fillcolor.png
OFRD\train\image_data\1623688569096.png,OFRD\train\gt_image\1623688569096_fillcolor.png
OFRD\train\image_data\1623688547200.png,OFRD\train\gt_image\1623688547200_fillcolor.png
OFRD\train\image_data\1623728560961.png,OFRD\train\gt_image\1623728560961_fillcolor.png
OFRD\train\image_data\1623170228201.png,OFRD\train\gt_image\1623170228201_fillcolor.png
OFRD\train\image_data\1623390580534.png,OFRD\train\gt_image\1623390580534_fillcolor.png
OFRD\train\image_data\1623170274235.png,OFRD\train\gt_image\1623170274235_fillcolor.png
OFRD\train\image_data\1623170289600.png,OFRD\train\gt_image\1623170289600_fillcolor.png
OFRD\train\image_data\1623433623476.png,OFRD\train\gt_image\1623433623476_fillcolor.png
OFRD\train\image_data\1624045571062.png,OFRD\train\gt_image\1624045571062_fillcolor.png
OFRD\train\image_data\1620497407213.png,OFRD\train\gt_image\1620497407213_fillcolor.png
OFRD\train\image_data\1623170229643.png,OFRD\train\gt_image\1623170229643_fillcolor.png
OFRD\train\image_data\1623170292886.png,OFRD\train\gt_image\1623170292886_fillcolor.png
OFRD\train\image_data\1623724442186.png,OFRD\train\gt_image\1623724442186_fillcolor.png
OFRD\train\image_data\1624045583261.png,OFRD\train\gt_image\1624045583261_fillcolor.png
OFRD\train\image_data\1623734187681.png,OFRD\train\gt_image\1623734187681_fillcolor.png
OFRD\train\image_data\1623728574560.png,OFRD\train\gt_image\1623728574560_fillcolor.png
OFRD\train\image_data\1620330598816.png,OFRD\train\gt_image\1620330598816_fillcolor.png
OFRD\train\image_data\1623733123377.png,OFRD\train\gt_image\1623733123377_fillcolor.png
OFRD\train\image_data\1623688539509.png,OFRD\train\gt_image\1623688539509_fillcolor.png
OFRD\train\image_data\1623731230361.png,OFRD\train\gt_image\1623731230361_fillcolor.png
OFRD\train\image_data\1623724441029.png,OFRD\train\gt_image\1623724441029_fillcolor.png
OFRD\train\image_data\1623724410227.png,OFRD\train\gt_image\1623724410227_fillcolor.png
OFRD\train\image_data\1623171120206.png,OFRD\train\gt_image\1623171120206_fillcolor.png
OFRD\train\image_data\1623728579162.png,OFRD\train\gt_image\1623728579162_fillcolor.png
OFRD\train\image_data\1623688524293.png,OFRD\train\gt_image\1623688524293_fillcolor.png
OFRD\train\image_data\1623171130337.png,OFRD\train\gt_image\1623171130337_fillcolor.png
OFRD\train\image_data\1623688516694.png,OFRD\train\gt_image\1623688516694_fillcolor.png
OFRD\train\image_data\1623724455077.png,OFRD\train\gt_image\1623724455077_fillcolor.png
OFRD\train\image_data\1623724417087.png,OFRD\train\gt_image\1623724417087_fillcolor.png
OFRD\train\image_data\1623724452145.png,OFRD\train\gt_image\1623724452145_fillcolor.png
OFRD\train\image_data\1624045561465.png,OFRD\train\gt_image\1624045561465_fillcolor.png
OFRD\train\image_data\1623688568660.png,OFRD\train\gt_image\1623688568660_fillcolor.png
OFRD\train\image_data\1623724452556.png,OFRD\train\gt_image\1623724452556_fillcolor.png
OFRD\train\image_data\1620331071652.png,OFRD\train\gt_image\1620331071652_fillcolor.png
OFRD\train\image_data\1620330565422.png,OFRD\train\gt_image\1620330565422_fillcolor.png
OFRD\train\image_data\1623688549307.png,OFRD\train\gt_image\1623688549307_fillcolor.png
OFRD\train\image_data\1623171098606.png,OFRD\train\gt_image\1623171098606_fillcolor.png
OFRD\train\image_data\1623728559162.png,OFRD\train\gt_image\1623728559162_fillcolor.png
OFRD\train\image_data\1623724452929.png,OFRD\train\gt_image\1623724452929_fillcolor.png
OFRD\train\image_data\1623688544702.png,OFRD\train\gt_image\1623688544702_fillcolor.png
OFRD\train\image_data\1620330631226.png,OFRD\train\gt_image\1620330631226_fillcolor.png
OFRD\train\image_data\1623728588960.png,OFRD\train\gt_image\1623728588960_fillcolor.png
OFRD\train\image_data\1620373615980.png,OFRD\train\gt_image\1620373615980_fillcolor.png
OFRD\train\image_data\1623733160369.png,OFRD\train\gt_image\1623733160369_fillcolor.png
OFRD\train\image_data\1620497407820.png,OFRD\train\gt_image\1620497407820_fillcolor.png
OFRD\train\image_data\1620330580419.png,OFRD\train\gt_image\1620330580419_fillcolor.png
OFRD\train\image_data\1623170292174.png,OFRD\train\gt_image\1623170292174_fillcolor.png
OFRD\train\image_data\1624045576464.png,OFRD\train\gt_image\1624045576464_fillcolor.png
OFRD\train\image_data\1623688570655.png,OFRD\train\gt_image\1623688570655_fillcolor.png
OFRD\train\image_data\1619783766723.png,OFRD\train\gt_image\1619783766723_fillcolor.png
OFRD\train\image_data\1623688538595.png,OFRD\train\gt_image\1623688538595_fillcolor.png
OFRD\train\image_data\1623734192799.png,OFRD\train\gt_image\1623734192799_fillcolor.png
OFRD\train\image_data\1624045562262.png,OFRD\train\gt_image\1624045562262_fillcolor.png
OFRD\train\image_data\1623724447961.png,OFRD\train\gt_image\1623724447961_fillcolor.png
OFRD\train\image_data\1623728581764.png,OFRD\train\gt_image\1623728581764_fillcolor.png
OFRD\train\image_data\1623728594623.png,OFRD\train\gt_image\1623728594623_fillcolor.png
OFRD\train\image_data\1623171119889.png,OFRD\train\gt_image\1623171119889_fillcolor.png
OFRD\train\image_data\1624045557863.png,OFRD\train\gt_image\1624045557863_fillcolor.png
OFRD\train\image_data\1620330590213.png,OFRD\train\gt_image\1620330590213_fillcolor.png
OFRD\train\image_data\1623170228745.png,OFRD\train\gt_image\1623170228745_fillcolor.png
OFRD\train\image_data\1623724428092.png,OFRD\train\gt_image\1623724428092_fillcolor.png
OFRD\train\image_data\1623724446621.png,OFRD\train\gt_image\1623724446621_fillcolor.png
OFRD\train\image_data\1623171123352.png,OFRD\train\gt_image\1623171123352_fillcolor.png
OFRD\train\image_data\1624045560664.png,OFRD\train\gt_image\1624045560664_fillcolor.png
OFRD\train\image_data\1623688566582.png,OFRD\train\gt_image\1623688566582_fillcolor.png
OFRD\train\image_data\1623728558663.png,OFRD\train\gt_image\1623728558663_fillcolor.png
OFRD\train\image_data\1623688535006.png,OFRD\train\gt_image\1623688535006_fillcolor.png
OFRD\train\image_data\1620330621820.png,OFRD\train\gt_image\1620330621820_fillcolor.png
OFRD\train\image_data\1623734151161.png,OFRD\train\gt_image\1623734151161_fillcolor.png
OFRD\train\image_data\1623733114592.png,OFRD\train\gt_image\1623733114592_fillcolor.png
OFRD\train\image_data\1620497401605.png,OFRD\train\gt_image\1620497401605_fillcolor.png
OFRD\train\image_data\1623733138700.png,OFRD\train\gt_image\1623733138700_fillcolor.png
OFRD\train\image_data\1623731229190.png,OFRD\train\gt_image\1623731229190_fillcolor.png
OFRD\train\image_data\1623688569956.png,OFRD\train\gt_image\1623688569956_fillcolor.png
OFRD\train\image_data\1619778744692.png,OFRD\train\gt_image\1619778744692_fillcolor.png
OFRD\train\image_data\1623390585497.png,OFRD\train\gt_image\1623390585497_fillcolor.png
OFRD\train\image_data\1620330598223.png,OFRD\train\gt_image\1620330598223_fillcolor.png
OFRD\train\image_data\1620330608511.png,OFRD\train\gt_image\1620330608511_fillcolor.png
OFRD\train\image_data\1619783812435.png,OFRD\train\gt_image\1619783812435_fillcolor.png
OFRD\train\image_data\1624045567061.png,OFRD\train\gt_image\1624045567061_fillcolor.png
OFRD\train\image_data\1620330630411.png,OFRD\train\gt_image\1620330630411_fillcolor.png
OFRD\train\image_data\1623688544005.png,OFRD\train\gt_image\1623688544005_fillcolor.png
OFRD\train\image_data\1623688564322.png,OFRD\train\gt_image\1623688564322_fillcolor.png
OFRD\train\image_data\1623688570911.png,OFRD\train\gt_image\1623688570911_fillcolor.png
OFRD\train\image_data\1623170227552.png,OFRD\train\gt_image\1623170227552_fillcolor.png
OFRD\train\image_data\1623733123726.png,OFRD\train\gt_image\1623733123726_fillcolor.png
OFRD\train\image_data\1620330609039.png,OFRD\train\gt_image\1620330609039_fillcolor.png
OFRD\train\image_data\1623170228474.png,OFRD\train\gt_image\1623170228474_fillcolor.png
OFRD\train\image_data\1623170239931.png,OFRD\train\gt_image\1623170239931_fillcolor.png
OFRD\train\image_data\1623170246428.png,OFRD\train\gt_image\1623170246428_fillcolor.png
OFRD\train\image_data\1624045569663.png,OFRD\train\gt_image\1624045569663_fillcolor.png
OFRD\train\image_data\1620330595128.png,OFRD\train\gt_image\1620330595128_fillcolor.png
OFRD\train\image_data\1623728574765.png,OFRD\train\gt_image\1623728574765_fillcolor.png
OFRD\train\image_data\1623728575160.png,OFRD\train\gt_image\1623728575160_fillcolor.png
OFRD\train\image_data\1623728558263.png,OFRD\train\gt_image\1623728558263_fillcolor.png
OFRD\train\image_data\1619778742794.png,OFRD\train\gt_image\1619778742794_fillcolor.png
OFRD\train\image_data\1624045584265.png,OFRD\train\gt_image\1624045584265_fillcolor.png
OFRD\train\image_data\1623728557468.png,OFRD\train\gt_image\1623728557468_fillcolor.png
OFRD\train\image_data\1623733074172.png,OFRD\train\gt_image\1623733074172_fillcolor.png
OFRD\train\image_data\1620330608826.png,OFRD\train\gt_image\1620330608826_fillcolor.png
OFRD\train\image_data\1623433605482.png,OFRD\train\gt_image\1623433605482_fillcolor.png
OFRD\train\image_data\1624045570862.png,OFRD\train\gt_image\1624045570862_fillcolor.png
OFRD\train\image_data\1623724446900.png,OFRD\train\gt_image\1623724446900_fillcolor.png
OFRD\train\image_data\1624045559262.png,OFRD\train\gt_image\1624045559262_fillcolor.png
OFRD\train\image_data\1623688549908.png,OFRD\train\gt_image\1623688549908_fillcolor.png
OFRD\train\image_data\1623688566220.png,OFRD\train\gt_image\1623688566220_fillcolor.png
OFRD\train\image_data\1623688573061.png,OFRD\train\gt_image\1623688573061_fillcolor.png
OFRD\train\image_data\1620330596210.png,OFRD\train\gt_image\1620330596210_fillcolor.png
OFRD\train\image_data\1623171122760.png,OFRD\train\gt_image\1623171122760_fillcolor.png
OFRD\train\image_data\1623390663564.png,OFRD\train\gt_image\1623390663564_fillcolor.png
OFRD\train\image_data\1623390662628.png,OFRD\train\gt_image\1623390662628_fillcolor.png
OFRD\train\image_data\1620330564317.png,OFRD\train\gt_image\1620330564317_fillcolor.png
OFRD\train\image_data\1623170285358.png,OFRD\train\gt_image\1623170285358_fillcolor.png
OFRD\train\image_data\1623724426435.png,OFRD\train\gt_image\1623724426435_fillcolor.png
OFRD\train\image_data\1623728572258.png,OFRD\train\gt_image\1623728572258_fillcolor.png
OFRD\train\image_data\1619783766921.png,OFRD\train\gt_image\1619783766921_fillcolor.png
OFRD\train\image_data\1623724414037.png,OFRD\train\gt_image\1623724414037_fillcolor.png
OFRD\train\image_data\1623688517898.png,OFRD\train\gt_image\1623688517898_fillcolor.png
OFRD\train\image_data\1623728569061.png,OFRD\train\gt_image\1623728569061_fillcolor.png
OFRD\train\image_data\1623731166557.png,OFRD\train\gt_image\1623731166557_fillcolor.png
OFRD\train\image_data\1623171126149.png,OFRD\train\gt_image\1623171126149_fillcolor.png
OFRD\train\image_data\1624045561865.png,OFRD\train\gt_image\1624045561865_fillcolor.png
OFRD\train\image_data\1623390665169.png,OFRD\train\gt_image\1623390665169_fillcolor.png
OFRD\train\image_data\1623733148959.png,OFRD\train\gt_image\1623733148959_fillcolor.png
OFRD\train\image_data\1623733139107.png,OFRD\train\gt_image\1623733139107_fillcolor.png
OFRD\train\image_data\1623171121559.png,OFRD\train\gt_image\1623171121559_fillcolor.png
OFRD\train\image_data\1623171098313.png,OFRD\train\gt_image\1623171098313_fillcolor.png
OFRD\train\image_data\1623733093482.png,OFRD\train\gt_image\1623733093482_fillcolor.png
OFRD\train\image_data\1623170283715.png,OFRD\train\gt_image\1623170283715_fillcolor.png
OFRD\train\image_data\1620330594615.png,OFRD\train\gt_image\1620330594615_fillcolor.png
OFRD\train\image_data\1620330580219.png,OFRD\train\gt_image\1620330580219_fillcolor.png
OFRD\train\image_data\1623728574062.png,OFRD\train\gt_image\1623728574062_fillcolor.png
OFRD\train\image_data\1623724421823.png,OFRD\train\gt_image\1623724421823_fillcolor.png
OFRD\train\image_data\1623724409779.png,OFRD\train\gt_image\1623724409779_fillcolor.png
OFRD\train\image_data\1623688542102.png,OFRD\train\gt_image\1623688542102_fillcolor.png
OFRD\train\image_data\1624045572462.png,OFRD\train\gt_image\1624045572462_fillcolor.png
OFRD\train\image_data\1623170238200.png,OFRD\train\gt_image\1623170238200_fillcolor.png
OFRD\train\image_data\1620330593838.png,OFRD\train\gt_image\1620330593838_fillcolor.png
OFRD\train\image_data\1623728577764.png,OFRD\train\gt_image\1623728577764_fillcolor.png
OFRD\train\image_data\1623171140421.png,OFRD\train\gt_image\1623171140421_fillcolor.png
OFRD\train\image_data\1620331070462.png,OFRD\train\gt_image\1620331070462_fillcolor.png
OFRD\train\image_data\1623390593530.png,OFRD\train\gt_image\1623390593530_fillcolor.png
OFRD\train\image_data\1620330599710.png,OFRD\train\gt_image\1620330599710_fillcolor.png
OFRD\train\image_data\1623390661518.png,OFRD\train\gt_image\1623390661518_fillcolor.png
OFRD\train\image_data\1624045584061.png,OFRD\train\gt_image\1624045584061_fillcolor.png
OFRD\train\image_data\1620330607216.png,OFRD\train\gt_image\1620330607216_fillcolor.png
OFRD\train\image_data\1620330598008.png,OFRD\train\gt_image\1620330598008_fillcolor.png
OFRD\train\image_data\1620330567612.png,OFRD\train\gt_image\1620330567612_fillcolor.png
OFRD\train\image_data\1620331067237.png,OFRD\train\gt_image\1620331067237_fillcolor.png
OFRD\train\image_data\1620331068153.png,OFRD\train\gt_image\1620331068153_fillcolor.png
OFRD\train\image_data\1623433593479.png,OFRD\train\gt_image\1623433593479_fillcolor.png
OFRD\train\image_data\1620330564029.png,OFRD\train\gt_image\1620330564029_fillcolor.png
OFRD\train\image_data\1623688548905.png,OFRD\train\gt_image\1623688548905_fillcolor.png
OFRD\train\image_data\1623724413391.png,OFRD\train\gt_image\1623724413391_fillcolor.png
OFRD\train\image_data\1623728569760.png,OFRD\train\gt_image\1623728569760_fillcolor.png
OFRD\train\image_data\1624045558264.png,OFRD\train\gt_image\1624045558264_fillcolor.png
OFRD\train\image_data\1623433624730.png,OFRD\train\gt_image\1623433624730_fillcolor.png
OFRD\train\image_data\1623724447635.png,OFRD\train\gt_image\1623724447635_fillcolor.png
OFRD\train\image_data\1620330592938.png,OFRD\train\gt_image\1620330592938_fillcolor.png
OFRD\train\image_data\1624045568662.png,OFRD\train\gt_image\1624045568662_fillcolor.png
OFRD\train\image_data\1623724446394.png,OFRD\train\gt_image\1623724446394_fillcolor.png
OFRD\train\image_data\1620330612319.png,OFRD\train\gt_image\1620330612319_fillcolor.png
OFRD\train\image_data\1623724410480.png,OFRD\train\gt_image\1623724410480_fillcolor.png
OFRD\train\image_data\1623688539795.png,OFRD\train\gt_image\1623688539795_fillcolor.png
OFRD\train\image_data\1623724445439.png,OFRD\train\gt_image\1623724445439_fillcolor.png
OFRD\train\image_data\1619783800935.png,OFRD\train\gt_image\1619783800935_fillcolor.png
OFRD\train\image_data\1623688565773.png,OFRD\train\gt_image\1623688565773_fillcolor.png
OFRD\train\image_data\1623390656221.png,OFRD\train\gt_image\1623390656221_fillcolor.png
OFRD\train\image_data\1620330623320.png,OFRD\train\gt_image\1620330623320_fillcolor.png
OFRD\train\image_data\1623731162774.png,OFRD\train\gt_image\1623731162774_fillcolor.png
OFRD\train\image_data\1620330623525.png,OFRD\train\gt_image\1620330623525_fillcolor.png
OFRD\train\image_data\1623433607896.png,OFRD\train\gt_image\1623433607896_fillcolor.png
OFRD\train\image_data\1620330592217.png,OFRD\train\gt_image\1620330592217_fillcolor.png
OFRD\train\image_data\1623390583910.png,OFRD\train\gt_image\1623390583910_fillcolor.png
OFRD\train\image_data\1623433604094.png,OFRD\train\gt_image\1623433604094_fillcolor.png
OFRD\train\image_data\1619783801139.png,OFRD\train\gt_image\1619783801139_fillcolor.png
OFRD\train\image_data\1623433608703.png,OFRD\train\gt_image\1623433608703_fillcolor.png
OFRD\train\image_data\1623731229541.png,OFRD\train\gt_image\1623731229541_fillcolor.png
OFRD\train\image_data\1623170291111.png,OFRD\train\gt_image\1623170291111_fillcolor.png
OFRD\train\image_data\1623171125756.png,OFRD\train\gt_image\1623171125756_fillcolor.png
OFRD\train\image_data\1623724477029.png,OFRD\train\gt_image\1623724477029_fillcolor.png
OFRD\train\image_data\1620330563024.png,OFRD\train\gt_image\1620330563024_fillcolor.png
OFRD\train\image_data\1623688526905.png,OFRD\train\gt_image\1623688526905_fillcolor.png
OFRD\train\image_data\1624045559861.png,OFRD\train\gt_image\1624045559861_fillcolor.png
OFRD\train\image_data\1623688565568.png,OFRD\train\gt_image\1623688565568_fillcolor.png
OFRD\train\image_data\1620330600217.png,OFRD\train\gt_image\1620330600217_fillcolor.png
OFRD\train\image_data\1620330597426.png,OFRD\train\gt_image\1620330597426_fillcolor.png
OFRD\train\image_data\1623688538197.png,OFRD\train\gt_image\1623688538197_fillcolor.png
OFRD\train\image_data\1620330551317.png,OFRD\train\gt_image\1620330551317_fillcolor.png
OFRD\train\image_data\1623171130057.png,OFRD\train\gt_image\1623171130057_fillcolor.png
OFRD\train\image_data\1623171121862.png,OFRD\train\gt_image\1623171121862_fillcolor.png
OFRD\train\image_data\1623688566892.png,OFRD\train\gt_image\1623688566892_fillcolor.png
OFRD\train\image_data\1623171158431.png,OFRD\train\gt_image\1623171158431_fillcolor.png
OFRD\train\image_data\1619783812835.png,OFRD\train\gt_image\1619783812835_fillcolor.png
OFRD\train\image_data\1620330593530.png,OFRD\train\gt_image\1620330593530_fillcolor.png
OFRD\train\image_data\1620330565217.png,OFRD\train\gt_image\1620330565217_fillcolor.png
OFRD\train\image_data\1623731231204.png,OFRD\train\gt_image\1623731231204_fillcolor.png
OFRD\train\image_data\1623724453199.png,OFRD\train\gt_image\1623724453199_fillcolor.png
OFRD\train\image_data\1623433625915.png,OFRD\train\gt_image\1623433625915_fillcolor.png
OFRD\train\image_data\1623722240113.png,OFRD\train\gt_image\1623722240113_fillcolor.png
OFRD\train\image_data\1620330565641.png,OFRD\train\gt_image\1620330565641_fillcolor.png
OFRD\train\image_data\1620497410422.png,OFRD\train\gt_image\1620497410422_fillcolor.png
OFRD\train\image_data\1623171120563.png,OFRD\train\gt_image\1623171120563_fillcolor.png
OFRD\train\image_data\1623433527696.png,OFRD\train\gt_image\1623433527696_fillcolor.png
OFRD\train\image_data\1623728570259.png,OFRD\train\gt_image\1623728570259_fillcolor.png
OFRD\train\image_data\1620330600917.png,OFRD\train\gt_image\1620330600917_fillcolor.png
OFRD\train\image_data\1620331067026.png,OFRD\train\gt_image\1620331067026_fillcolor.png
OFRD\train\image_data\1620330596952.png,OFRD\train\gt_image\1620330596952_fillcolor.png
OFRD\train\image_data\1623433604671.png,OFRD\train\gt_image\1623433604671_fillcolor.png
