image_path,gt_path
OFRD\train\image_data\1623170255331.png,OFRD\train\gt_image\1623170255331_fillcolor.png
OFRD\train\image_data\1624045587263.png,OFRD\train\gt_image\1624045587263_fillcolor.png
OFRD\train\image_data\1623697269010.png,OFRD\train\gt_image\1623697269010_fillcolor.png
OFRD\train\image_data\1623733131553.png,OFRD\train\gt_image\1623733131553_fillcolor.png
OFRD\train\image_data\1620497398909.png,OFRD\train\gt_image\1620497398909_fillcolor.png
OFRD\train\image_data\1623731242357.png,OFRD\train\gt_image\1623731242357_fillcolor.png
OFRD\train\image_data\1619783808745.png,OFRD\train\gt_image\1619783808745_fillcolor.png
OFRD\train\image_data\1619783810110.png,OFRD\train\gt_image\1619783810110_fillcolor.png
OFRD\train\image_data\1623733107600.png,OFRD\train\gt_image\1623733107600_fillcolor.png
OFRD\train\image_data\1620331054032.png,OFRD\train\gt_image\1620331054032_fillcolor.png
OFRD\train\image_data\1623697255436.png,OFRD\train\gt_image\1623697255436_fillcolor.png
OFRD\train\image_data\1620330545048.png,OFRD\train\gt_image\1620330545048_fillcolor.png
OFRD\train\image_data\1623731216574.png,OFRD\train\gt_image\1623731216574_fillcolor.png
OFRD\train\image_data\1623697278330.png,OFRD\train\gt_image\1623697278330_fillcolor.png
OFRD\train\image_data\1623731244684.png,OFRD\train\gt_image\1623731244684_fillcolor.png
OFRD\train\image_data\1623731235768.png,OFRD\train\gt_image\1623731235768_fillcolor.png
OFRD\train\image_data\1623733098898.png,OFRD\train\gt_image\1623733098898_fillcolor.png
OFRD\train\image_data\1623170267327.png,OFRD\train\gt_image\1623170267327_fillcolor.png
OFRD\train\image_data\1619783796136.png,OFRD\train\gt_image\1619783796136_fillcolor.png
OFRD\train\image_data\1620497380025.png,OFRD\train\gt_image\1620497380025_fillcolor.png
OFRD\train\image_data\1623731235589.png,OFRD\train\gt_image\1623731235589_fillcolor.png
OFRD\train\image_data\1620373573380.png,OFRD\train\gt_image\1620373573380_fillcolor.png
OFRD\train\image_data\1619783791138.png,OFRD\train\gt_image\1619783791138_fillcolor.png
OFRD\train\image_data\1619783789241.png,OFRD\train\gt_image\1619783789241_fillcolor.png
OFRD\train\image_data\1623734201545.png,OFRD\train\gt_image\1623734201545_fillcolor.png
OFRD\train\image_data\1620331077941.png,OFRD\train\gt_image\1620331077941_fillcolor.png
OFRD\train\image_data\1619783802439.png,OFRD\train\gt_image\1619783802439_fillcolor.png
OFRD\train\image_data\1623722255074.png,OFRD\train\gt_image\1623722255074_fillcolor.png
OFRD\train\image_data\1623734197780.png,OFRD\train\gt_image\1623734197780_fillcolor.png
OFRD\train\image_data\1623697250797.png,OFRD\train\gt_image\1623697250797_fillcolor.png
OFRD\train\image_data\1619778703267.png,OFRD\train\gt_image\1619778703267_fillcolor.png
OFRD\train\image_data\1623733106336.png,OFRD\train\gt_image\1623733106336_fillcolor.png
OFRD\train\image_data\1623722255634.png,OFRD\train\gt_image\1623722255634_fillcolor.png
OFRD\train\image_data\1623722178626.png,OFRD\train\gt_image\1623722178626_fillcolor.png
OFRD\train\image_data\1620373571693.png,OFRD\train\gt_image\1620373571693_fillcolor.png
OFRD\train\image_data\1623733105509.png,OFRD\train\gt_image\1623733105509_fillcolor.png
OFRD\train\image_data\1619783790839.png,OFRD\train\gt_image\1619783790839_fillcolor.png
OFRD\train\image_data\1620330558332.png,OFRD\train\gt_image\1620330558332_fillcolor.png
OFRD\train\image_data\1623734177865.png,OFRD\train\gt_image\1623734177865_fillcolor.png
OFRD\train\image_data\1619783813143.png,OFRD\train\gt_image\1619783813143_fillcolor.png
OFRD\train\image_data\1623733108239.png,OFRD\train\gt_image\1623733108239_fillcolor.png
OFRD\train\image_data\1619783788712.png,OFRD\train\gt_image\1619783788712_fillcolor.png
OFRD\train\image_data\1620330555141.png,OFRD\train\gt_image\1620330555141_fillcolor.png
OFRD\train\image_data\1620497405110.png,OFRD\train\gt_image\1620497405110_fillcolor.png
OFRD\train\image_data\1623697234378.png,OFRD\train\gt_image\1623697234378_fillcolor.png
OFRD\train\image_data\1623171103490.png,OFRD\train\gt_image\1623171103490_fillcolor.png
OFRD\train\image_data\1619783809040.png,OFRD\train\gt_image\1619783809040_fillcolor.png
OFRD\train\image_data\1623722186862.png,OFRD\train\gt_image\1623722186862_fillcolor.png
OFRD\train\image_data\1623731152959.png,OFRD\train\gt_image\1623731152959_fillcolor.png
OFRD\train\image_data\1619783797913.png,OFRD\train\gt_image\1619783797913_fillcolor.png
OFRD\train\image_data\1623697251432.png,OFRD\train\gt_image\1623697251432_fillcolor.png
OFRD\train\image_data\1623731242023.png,OFRD\train\gt_image\1623731242023_fillcolor.png
OFRD\train\image_data\1623170274540.png,OFRD\train\gt_image\1623170274540_fillcolor.png
OFRD\train\image_data\1623697279765.png,OFRD\train\gt_image\1623697279765_fillcolor.png
OFRD\train\image_data\1620497402519.png,OFRD\train\gt_image\1620497402519_fillcolor.png
OFRD\train\image_data\1620497379411.png,OFRD\train\gt_image\1620497379411_fillcolor.png
OFRD\train\image_data\1623722255875.png,OFRD\train\gt_image\1623722255875_fillcolor.png
OFRD\train\image_data\1620331072630.png,OFRD\train\gt_image\1620331072630_fillcolor.png
OFRD\train\image_data\1623731223251.png,OFRD\train\gt_image\1623731223251_fillcolor.png
OFRD\train\image_data\1620330556030.png,OFRD\train\gt_image\1620330556030_fillcolor.png
OFRD\train\image_data\1623734175239.png,OFRD\train\gt_image\1623734175239_fillcolor.png
OFRD\train\image_data\1623731215560.png,OFRD\train\gt_image\1623731215560_fillcolor.png
OFRD\train\image_data\1620497363624.png,OFRD\train\gt_image\1620497363624_fillcolor.png
OFRD\train\image_data\1620373617596.png,OFRD\train\gt_image\1620373617596_fillcolor.png
OFRD\train\image_data\1619783787440.png,OFRD\train\gt_image\1619783787440_fillcolor.png
OFRD\train\image_data\1620497381726.png,OFRD\train\gt_image\1620497381726_fillcolor.png
OFRD\train\image_data\1620331074930.png,OFRD\train\gt_image\1620331074930_fillcolor.png
OFRD\train\image_data\1619783814015.png,OFRD\train\gt_image\1619783814015_fillcolor.png
OFRD\train\image_data\1624045591459.png,OFRD\train\gt_image\1624045591459_fillcolor.png
OFRD\train\image_data\1619783816237.png,OFRD\train\gt_image\1619783816237_fillcolor.png
OFRD\train\image_data\1620497401418.png,OFRD\train\gt_image\1620497401418_fillcolor.png
OFRD\train\image_data\1623697287114.png,OFRD\train\gt_image\1623697287114_fillcolor.png
OFRD\train\image_data\1623170254423.png,OFRD\train\gt_image\1623170254423_fillcolor.png
OFRD\train\image_data\1623697288807.png,OFRD\train\gt_image\1623697288807_fillcolor.png
OFRD\train\image_data\1623697227835.png,OFRD\train\gt_image\1623697227835_fillcolor.png
OFRD\train\image_data\1620330560521.png,OFRD\train\gt_image\1620330560521_fillcolor.png
OFRD\train\image_data\1623731152663.png,OFRD\train\gt_image\1623731152663_fillcolor.png
OFRD\train\image_data\1619783820442.png,OFRD\train\gt_image\1619783820442_fillcolor.png
OFRD\train\image_data\1623464712019.png,OFRD\train\gt_image\1623464712019_fillcolor.png
OFRD\train\image_data\1623464710893.png,OFRD\train\gt_image\1623464710893_fillcolor.png
OFRD\train\image_data\1619783821545.png,OFRD\train\gt_image\1619783821545_fillcolor.png
OFRD\train\image_data\1623464711549.png,OFRD\train\gt_image\1623464711549_fillcolor.png
OFRD\train\image_data\1619783821843.png,OFRD\train\gt_image\1619783821843_fillcolor.png
OFRD\train\image_data\1619783822015.png,OFRD\train\gt_image\1619783822015_fillcolor.png
OFRD\train\image_data\1623464711078.png,OFRD\train\gt_image\1623464711078_fillcolor.png
OFRD\train\image_data\1619783820747.png,OFRD\train\gt_image\1619783820747_fillcolor.png
OFRD\train\image_data\1623464712595.png,OFRD\train\gt_image\1623464712595_fillcolor.png
OFRD\train\image_data\1623464710320.png,OFRD\train\gt_image\1623464710320_fillcolor.png
OFRD\train\image_data\1619783821231.png,OFRD\train\gt_image\1619783821231_fillcolor.png
OFRD\train\image_data\1623464711832.png,OFRD\train\gt_image\1623464711832_fillcolor.png
OFRD\train\image_data\1623733096706.png,OFRD\train\gt_image\1623733096706_fillcolor.png
OFRD\train\image_data\1623464713712.png,OFRD\train\gt_image\1623464713712_fillcolor.png
OFRD\train\image_data\1619783821013.png,OFRD\train\gt_image\1619783821013_fillcolor.png
OFRD\train\image_data\1623464713057.png,OFRD\train\gt_image\1623464713057_fillcolor.png
OFRD\train\image_data\1619783820132.png,OFRD\train\gt_image\1619783820132_fillcolor.png
OFRD\train\image_data\1623464713996.png,OFRD\train\gt_image\1623464713996_fillcolor.png
OFRD\train\image_data\1623464712227.png,OFRD\train\gt_image\1623464712227_fillcolor.png
OFRD\train\image_data\1623464710506.png,OFRD\train\gt_image\1623464710506_fillcolor.png
OFRD\train\image_data\1623464724384.png,OFRD\train\gt_image\1623464724384_fillcolor.png
OFRD\train\image_data\1623464691904.png,OFRD\train\gt_image\1623464691904_fillcolor.png
OFRD\train\image_data\1623464693243.png,OFRD\train\gt_image\1623464693243_fillcolor.png
OFRD\train\image_data\1623733096417.png,OFRD\train\gt_image\1623733096417_fillcolor.png
OFRD\train\image_data\1623464695234.png,OFRD\train\gt_image\1623464695234_fillcolor.png
OFRD\train\image_data\1623464697495.png,OFRD\train\gt_image\1623464697495_fillcolor.png
OFRD\train\image_data\1619783819741.png,OFRD\train\gt_image\1619783819741_fillcolor.png
OFRD\train\image_data\1623464709573.png,OFRD\train\gt_image\1623464709573_fillcolor.png
OFRD\train\image_data\1623464707497.png,OFRD\train\gt_image\1623464707497_fillcolor.png
OFRD\train\image_data\1623464711269.png,OFRD\train\gt_image\1623464711269_fillcolor.png
OFRD\train\image_data\1623464694240.png,OFRD\train\gt_image\1623464694240_fillcolor.png
OFRD\train\image_data\1623464708880.png,OFRD\train\gt_image\1623464708880_fillcolor.png
OFRD\train\image_data\1623464708572.png,OFRD\train\gt_image\1623464708572_fillcolor.png
OFRD\train\image_data\1623464702621.png,OFRD\train\gt_image\1623464702621_fillcolor.png
OFRD\train\image_data\1623464686420.png,OFRD\train\gt_image\1623464686420_fillcolor.png
OFRD\train\image_data\1623464708072.png,OFRD\train\gt_image\1623464708072_fillcolor.png
OFRD\train\image_data\1623464707125.png,OFRD\train\gt_image\1623464707125_fillcolor.png
OFRD\train\image_data\1623464732314.png,OFRD\train\gt_image\1623464732314_fillcolor.png
OFRD\train\image_data\1623464693425.png,OFRD\train\gt_image\1623464693425_fillcolor.png
OFRD\train\image_data\1623464702056.png,OFRD\train\gt_image\1623464702056_fillcolor.png
OFRD\train\image_data\1623464696840.png,OFRD\train\gt_image\1623464696840_fillcolor.png
OFRD\train\image_data\1623464693574.png,OFRD\train\gt_image\1623464693574_fillcolor.png
OFRD\train\image_data\1623464696267.png,OFRD\train\gt_image\1623464696267_fillcolor.png
OFRD\train\image_data\1623464691270.png,OFRD\train\gt_image\1623464691270_fillcolor.png
OFRD\train\image_data\1623464694004.png,OFRD\train\gt_image\1623464694004_fillcolor.png
OFRD\train\image_data\1623464692770.png,OFRD\train\gt_image\1623464692770_fillcolor.png
OFRD\train\image_data\1623464709757.png,OFRD\train\gt_image\1623464709757_fillcolor.png
OFRD\train\image_data\1623464715324.png,OFRD\train\gt_image\1623464715324_fillcolor.png
OFRD\train\image_data\1623464695057.png,OFRD\train\gt_image\1623464695057_fillcolor.png
OFRD\train\image_data\1623464707782.png,OFRD\train\gt_image\1623464707782_fillcolor.png
OFRD\train\image_data\1623464697355.png,OFRD\train\gt_image\1623464697355_fillcolor.png
OFRD\train\image_data\1623464706172.png,OFRD\train\gt_image\1623464706172_fillcolor.png
OFRD\train\image_data\1623464693861.png,OFRD\train\gt_image\1623464693861_fillcolor.png
OFRD\train\image_data\1623464692930.png,OFRD\train\gt_image\1623464692930_fillcolor.png
OFRD\train\image_data\1623464684457.png,OFRD\train\gt_image\1623464684457_fillcolor.png
OFRD\train\image_data\1623464695609.png,OFRD\train\gt_image\1623464695609_fillcolor.png
OFRD\train\image_data\1623464703819.png,OFRD\train\gt_image\1623464703819_fillcolor.png
OFRD\train\image_data\1623464729282.png,OFRD\train\gt_image\1623464729282_fillcolor.png
OFRD\train\image_data\1623464704558.png,OFRD\train\gt_image\1623464704558_fillcolor.png
OFRD\train\image_data\1623464703969.png,OFRD\train\gt_image\1623464703969_fillcolor.png
OFRD\train\image_data\1623464694389.png,OFRD\train\gt_image\1623464694389_fillcolor.png
OFRD\train\image_data\1623464709195.png,OFRD\train\gt_image\1623464709195_fillcolor.png
OFRD\train\image_data\1623464686020.png,OFRD\train\gt_image\1623464686020_fillcolor.png
OFRD\train\image_data\1623464695794.png,OFRD\train\gt_image\1623464695794_fillcolor.png
OFRD\train\image_data\1623464727731.png,OFRD\train\gt_image\1623464727731_fillcolor.png
OFRD\train\image_data\1623464697693.png,OFRD\train\gt_image\1623464697693_fillcolor.png
OFRD\train\image_data\1623464692366.png,OFRD\train\gt_image\1623464692366_fillcolor.png
OFRD\train\image_data\1623464684256.png,OFRD\train\gt_image\1623464684256_fillcolor.png
OFRD\train\image_data\1623464691444.png,OFRD\train\gt_image\1623464691444_fillcolor.png
OFRD\train\image_data\1623464690982.png,OFRD\train\gt_image\1623464690982_fillcolor.png
OFRD\train\image_data\1623464684066.png,OFRD\train\gt_image\1623464684066_fillcolor.png
OFRD\train\image_data\1623464706935.png,OFRD\train\gt_image\1623464706935_fillcolor.png
OFRD\train\image_data\1623464696466.png,OFRD\train\gt_image\1623464696466_fillcolor.png
OFRD\train\image_data\1623464699095.png,OFRD\train\gt_image\1623464699095_fillcolor.png
OFRD\train\image_data\1623464731892.png,OFRD\train\gt_image\1623464731892_fillcolor.png
OFRD\train\image_data\1623464702806.png,OFRD\train\gt_image\1623464702806_fillcolor.png
OFRD\train\image_data\1623464699487.png,OFRD\train\gt_image\1623464699487_fillcolor.png
OFRD\train\image_data\1623464710129.png,OFRD\train\gt_image\1623464710129_fillcolor.png
OFRD\train\image_data\1623464695982.png,OFRD\train\gt_image\1623464695982_fillcolor.png
OFRD\train\image_data\1623464709384.png,OFRD\train\gt_image\1623464709384_fillcolor.png
OFRD\train\image_data\1623464709943.png,OFRD\train\gt_image\1623464709943_fillcolor.png
OFRD\train\image_data\1623464698642.png,OFRD\train\gt_image\1623464698642_fillcolor.png
OFRD\train\image_data\1623464706552.png,OFRD\train\gt_image\1623464706552_fillcolor.png
OFRD\train\image_data\1623464692174.png,OFRD\train\gt_image\1623464692174_fillcolor.png
OFRD\train\image_data\1623464685424.png,OFRD\train\gt_image\1623464685424_fillcolor.png
OFRD\train\image_data\1623464726547.png,OFRD\train\gt_image\1623464726547_fillcolor.png
OFRD\train\image_data\1623464686208.png,OFRD\train\gt_image\1623464686208_fillcolor.png
OFRD\train\image_data\1623464696650.png,OFRD\train\gt_image\1623464696650_fillcolor.png
OFRD\train\image_data\1623464698260.png,OFRD\train\gt_image\1623464698260_fillcolor.png
OFRD\train\image_data\1623464714743.png,OFRD\train\gt_image\1623464714743_fillcolor.png
OFRD\train\image_data\1623464706738.png,OFRD\train\gt_image\1623464706738_fillcolor.png
OFRD\train\image_data\1623464707309.png,OFRD\train\gt_image\1623464707309_fillcolor.png
OFRD\train\image_data\1623464708294.png,OFRD\train\gt_image\1623464708294_fillcolor.png
OFRD\train\image_data\1623464692594.png,OFRD\train\gt_image\1623464692594_fillcolor.png
OFRD\train\image_data\1623464700984.png,OFRD\train\gt_image\1623464700984_fillcolor.png
OFRD\train\image_data\1623464697024.png,OFRD\train\gt_image\1623464697024_fillcolor.png
OFRD\train\image_data\1623464697971.png,OFRD\train\gt_image\1623464697971_fillcolor.png
OFRD\train\image_data\1623464703586.png,OFRD\train\gt_image\1623464703586_fillcolor.png
OFRD\train\image_data\1623464700802.png,OFRD\train\gt_image\1623464700802_fillcolor.png
OFRD\train\image_data\1623464701278.png,OFRD\train\gt_image\1623464701278_fillcolor.png
OFRD\train\image_data\1623464690417.png,OFRD\train\gt_image\1623464690417_fillcolor.png
OFRD\train\image_data\1623464703109.png,OFRD\train\gt_image\1623464703109_fillcolor.png
OFRD\train\image_data\1623464686664.png,OFRD\train\gt_image\1623464686664_fillcolor.png
OFRD\train\image_data\1623464701475.png,OFRD\train\gt_image\1623464701475_fillcolor.png
OFRD\train\image_data\1623464713527.png,OFRD\train\gt_image\1623464713527_fillcolor.png
OFRD\train\image_data\1623464702245.png,OFRD\train\gt_image\1623464702245_fillcolor.png
OFRD\train\image_data\1623464705960.png,OFRD\train\gt_image\1623464705960_fillcolor.png
OFRD\train\image_data\1623464701773.png,OFRD\train\gt_image\1623464701773_fillcolor.png
OFRD\train\image_data\1623464684659.png,OFRD\train\gt_image\1623464684659_fillcolor.png
OFRD\train\image_data\1623464685622.png,OFRD\train\gt_image\1623464685622_fillcolor.png
OFRD\train\image_data\1623464713233.png,OFRD\train\gt_image\1623464713233_fillcolor.png
OFRD\train\image_data\1623464695417.png,OFRD\train\gt_image\1623464695417_fillcolor.png
OFRD\train\image_data\1623464686900.png,OFRD\train\gt_image\1623464686900_fillcolor.png
OFRD\train\image_data\1623464698829.png,OFRD\train\gt_image\1623464698829_fillcolor.png
OFRD\train\image_data\1623464700660.png,OFRD\train\gt_image\1623464700660_fillcolor.png
OFRD\train\image_data\1623464684962.png,OFRD\train\gt_image\1623464684962_fillcolor.png
OFRD\train\image_data\1623464705111.png,OFRD\train\gt_image\1623464705111_fillcolor.png
OFRD\train\image_data\1623464683879.png,OFRD\train\gt_image\1623464683879_fillcolor.png
OFRD\train\image_data\1623464700423.png,OFRD\train\gt_image\1623464700423_fillcolor.png
OFRD\train\image_data\1623464706356.png,OFRD\train\gt_image\1623464706356_fillcolor.png
OFRD\train\image_data\1623464690599.png,OFRD\train\gt_image\1623464690599_fillcolor.png
OFRD\train\image_data\1623464705774.png,OFRD\train\gt_image\1623464705774_fillcolor.png
OFRD\train\image_data\1623464699898.png,OFRD\train\gt_image\1623464699898_fillcolor.png
OFRD\train\image_data\1623464699303.png,OFRD\train\gt_image\1623464699303_fillcolor.png
OFRD\train\image_data\1623464700147.png,OFRD\train\gt_image\1623464700147_fillcolor.png
OFRD\train\image_data\1623464687361.png,OFRD\train\gt_image\1623464687361_fillcolor.png
OFRD\train\image_data\1623464732777.png,OFRD\train\gt_image\1623464732777_fillcolor.png
OFRD\train\image_data\1623464689125.png,OFRD\train\gt_image\1623464689125_fillcolor.png
OFRD\train\image_data\1623464687557.png,OFRD\train\gt_image\1623464687557_fillcolor.png
OFRD\train\image_data\1623464691627.png,OFRD\train\gt_image\1623464691627_fillcolor.png
OFRD\train\image_data\1623464733517.png,OFRD\train\gt_image\1623464733517_fillcolor.png
OFRD\train\image_data\1623464689974.png,OFRD\train\gt_image\1623464689974_fillcolor.png
OFRD\train\image_data\1623464690797.png,OFRD\train\gt_image\1623464690797_fillcolor.png
OFRD\train\image_data\1623464702429.png,OFRD\train\gt_image\1623464702429_fillcolor.png
OFRD\train\image_data\1623464699684.png,OFRD\train\gt_image\1623464699684_fillcolor.png
OFRD\train\image_data\1623464704269.png,OFRD\train\gt_image\1623464704269_fillcolor.png
OFRD\train\image_data\1623464705299.png,OFRD\train\gt_image\1623464705299_fillcolor.png
OFRD\train\image_data\1623464730433.png,OFRD\train\gt_image\1623464730433_fillcolor.png
OFRD\train\image_data\1623464714462.png,OFRD\train\gt_image\1623464714462_fillcolor.png
OFRD\train\image_data\1623464704743.png,OFRD\train\gt_image\1623464704743_fillcolor.png
OFRD\train\image_data\1620330539530.png,OFRD\train\gt_image\1620330539530_fillcolor.png
OFRD\train\image_data\1623464688940.png,OFRD\train\gt_image\1623464688940_fillcolor.png
OFRD\train\image_data\1623464688571.png,OFRD\train\gt_image\1623464688571_fillcolor.png
OFRD\train\image_data\1620330539263.png,OFRD\train\gt_image\1620330539263_fillcolor.png
OFRD\train\image_data\1623733096993.png,OFRD\train\gt_image\1623733096993_fillcolor.png
OFRD\train\image_data\1623464687169.png,OFRD\train\gt_image\1623464687169_fillcolor.png
OFRD\train\image_data\1623464687742.png,OFRD\train\gt_image\1623464687742_fillcolor.png
OFRD\train\image_data\1623464688203.png,OFRD\train\gt_image\1623464688203_fillcolor.png
OFRD\train\image_data\1623722248256.png,OFRD\train\gt_image\1623722248256_fillcolor.png
OFRD\train\image_data\1620373620897.png,OFRD\train\gt_image\1620373620897_fillcolor.png
OFRD\train\image_data\1623722246411.png,OFRD\train\gt_image\1623722246411_fillcolor.png
OFRD\train\image_data\1620373594584.png,OFRD\train\gt_image\1620373594584_fillcolor.png
OFRD\train\image_data\1623722245790.png,OFRD\train\gt_image\1623722245790_fillcolor.png
OFRD\train\image_data\1623464688798.png,OFRD\train\gt_image\1623464688798_fillcolor.png
OFRD\train\image_data\1623464688387.png,OFRD\train\gt_image\1623464688387_fillcolor.png
OFRD\train\image_data\1623464714939.png,OFRD\train\gt_image\1623464714939_fillcolor.png
OFRD\train\image_data\1623464730538.png,OFRD\train\gt_image\1623464730538_fillcolor.png
OFRD\train\image_data\1623464720471.png,OFRD\train\gt_image\1623464720471_fillcolor.png
OFRD\train\image_data\1623464689598.png,OFRD\train\gt_image\1623464689598_fillcolor.png
OFRD\train\image_data\1623464689781.png,OFRD\train\gt_image\1623464689781_fillcolor.png
OFRD\train\image_data\1620373593477.png,OFRD\train\gt_image\1620373593477_fillcolor.png
OFRD\train\image_data\1620373621201.png,OFRD\train\gt_image\1620373621201_fillcolor.png
OFRD\train\image_data\1623464722254.png,OFRD\train\gt_image\1623464722254_fillcolor.png
OFRD\train\image_data\1623464687926.png,OFRD\train\gt_image\1623464687926_fillcolor.png
OFRD\train\image_data\1620373620385.png,OFRD\train\gt_image\1620373620385_fillcolor.png
OFRD\train\image_data\1620373621480.png,OFRD\train\gt_image\1620373621480_fillcolor.png
OFRD\train\image_data\1623722246796.png,OFRD\train\gt_image\1623722246796_fillcolor.png
OFRD\train\image_data\1623464716278.png,OFRD\train\gt_image\1623464716278_fillcolor.png
OFRD\train\image_data\1623464705584.png,OFRD\train\gt_image\1623464705584_fillcolor.png
OFRD\train\image_data\1620373593680.png,OFRD\train\gt_image\1620373593680_fillcolor.png
OFRD\train\image_data\1620373595668.png,OFRD\train\gt_image\1620373595668_fillcolor.png
OFRD\train\image_data\1623464716562.png,OFRD\train\gt_image\1623464716562_fillcolor.png
OFRD\train\image_data\1623464717569.png,OFRD\train\gt_image\1623464717569_fillcolor.png
OFRD\train\image_data\1620373570471.png,OFRD\train\gt_image\1620373570471_fillcolor.png
OFRD\train\image_data\1620373620584.png,OFRD\train\gt_image\1620373620584_fillcolor.png
OFRD\train\image_data\1623722246085.png,OFRD\train\gt_image\1623722246085_fillcolor.png
OFRD\train\image_data\1620373595183.png,OFRD\train\gt_image\1620373595183_fillcolor.png
OFRD\train\image_data\1620373569378.png,OFRD\train\gt_image\1620373569378_fillcolor.png
OFRD\train\image_data\1623464689402.png,OFRD\train\gt_image\1623464689402_fillcolor.png
OFRD\train\image_data\1620373571180.png,OFRD\train\gt_image\1620373571180_fillcolor.png
OFRD\train\image_data\1623464716985.png,OFRD\train\gt_image\1623464716985_fillcolor.png
OFRD\train\image_data\1620373569900.png,OFRD\train\gt_image\1620373569900_fillcolor.png
OFRD\train\image_data\1623464715615.png,OFRD\train\gt_image\1623464715615_fillcolor.png
OFRD\train\image_data\1623464717177.png,OFRD\train\gt_image\1623464717177_fillcolor.png
OFRD\train\image_data\1620373594278.png,OFRD\train\gt_image\1620373594278_fillcolor.png
OFRD\train\image_data\1620373593980.png,OFRD\train\gt_image\1620373593980_fillcolor.png
OFRD\train\image_data\1620373594882.png,OFRD\train\gt_image\1620373594882_fillcolor.png
OFRD\train\image_data\1620373598183.png,OFRD\train\gt_image\1620373598183_fillcolor.png
OFRD\train\image_data\1623464716088.png,OFRD\train\gt_image\1623464716088_fillcolor.png
OFRD\train\image_data\1620330540221.png,OFRD\train\gt_image\1620330540221_fillcolor.png
OFRD\train\image_data\1620373570205.png,OFRD\train\gt_image\1620373570205_fillcolor.png
OFRD\train\image_data\1620373597681.png,OFRD\train\gt_image\1620373597681_fillcolor.png
OFRD\train\image_data\1620330539828.png,OFRD\train\gt_image\1620330539828_fillcolor.png
OFRD\train\image_data\1620373598477.png,OFRD\train\gt_image\1620373598477_fillcolor.png
OFRD\train\image_data\1620373571379.png,OFRD\train\gt_image\1620373571379_fillcolor.png
OFRD\train\image_data\1620373569605.png,OFRD\train\gt_image\1620373569605_fillcolor.png
OFRD\train\image_data\1623722244992.png,OFRD\train\gt_image\1623722244992_fillcolor.png
OFRD\train\image_data\1623722249435.png,OFRD\train\gt_image\1623722249435_fillcolor.png
OFRD\train\image_data\1623731210767.png,OFRD\train\gt_image\1623731210767_fillcolor.png
OFRD\train\image_data\1623722245373.png,OFRD\train\gt_image\1623722245373_fillcolor.png
OFRD\train\image_data\1623734218083.png,OFRD\train\gt_image\1623734218083_fillcolor.png
OFRD\train\image_data\1620373597173.png,OFRD\train\gt_image\1620373597173_fillcolor.png
OFRD\train\image_data\1620373598686.png,OFRD\train\gt_image\1620373598686_fillcolor.png
OFRD\train\image_data\1620373595402.png,OFRD\train\gt_image\1620373595402_fillcolor.png
OFRD\train\image_data\1620373620197.png,OFRD\train\gt_image\1620373620197_fillcolor.png
OFRD\train\image_data\1619778718679.png,OFRD\train\gt_image\1619778718679_fillcolor.png
OFRD\train\image_data\1623722241106.png,OFRD\train\gt_image\1623722241106_fillcolor.png
OFRD\train\image_data\1623390611297.png,OFRD\train\gt_image\1623390611297_fillcolor.png
OFRD\train\image_data\1623722251586.png,OFRD\train\gt_image\1623722251586_fillcolor.png
OFRD\train\image_data\1623688556822.png,OFRD\train\gt_image\1623688556822_fillcolor.png
OFRD\train\image_data\1620373586973.png,OFRD\train\gt_image\1620373586973_fillcolor.png
OFRD\train\image_data\1623734222036.png,OFRD\train\gt_image\1623734222036_fillcolor.png
OFRD\train\image_data\1623722244442.png,OFRD\train\gt_image\1623722244442_fillcolor.png
OFRD\train\image_data\1620373607282.png,OFRD\train\gt_image\1620373607282_fillcolor.png
OFRD\train\image_data\1619778718484.png,OFRD\train\gt_image\1619778718484_fillcolor.png
OFRD\train\image_data\1620373598996.png,OFRD\train\gt_image\1620373598996_fillcolor.png
OFRD\train\image_data\1623734222933.png,OFRD\train\gt_image\1623734222933_fillcolor.png
OFRD\train\image_data\1620373597428.png,OFRD\train\gt_image\1620373597428_fillcolor.png
OFRD\train\image_data\1623733096128.png,OFRD\train\gt_image\1623733096128_fillcolor.png
OFRD\train\image_data\1620373600771.png,OFRD\train\gt_image\1620373600771_fillcolor.png
OFRD\train\image_data\1623171154364.png,OFRD\train\gt_image\1623171154364_fillcolor.png
OFRD\train\image_data\1623722236172.png,OFRD\train\gt_image\1623722236172_fillcolor.png
OFRD\train\image_data\1620373619703.png,OFRD\train\gt_image\1620373619703_fillcolor.png
OFRD\train\image_data\1623688555920.png,OFRD\train\gt_image\1623688555920_fillcolor.png
OFRD\train\image_data\1623390616882.png,OFRD\train\gt_image\1623390616882_fillcolor.png
OFRD\train\image_data\1623464717382.png,OFRD\train\gt_image\1623464717382_fillcolor.png
OFRD\train\image_data\1623688556603.png,OFRD\train\gt_image\1623688556603_fillcolor.png
OFRD\train\image_data\1623464714180.png,OFRD\train\gt_image\1623464714180_fillcolor.png
OFRD\train\image_data\1623731211055.png,OFRD\train\gt_image\1623731211055_fillcolor.png
OFRD\train\image_data\1623734225414.png,OFRD\train\gt_image\1623734225414_fillcolor.png
OFRD\train\image_data\1623171111321.png,OFRD\train\gt_image\1623171111321_fillcolor.png
OFRD\train\image_data\1620373570696.png,OFRD\train\gt_image\1620373570696_fillcolor.png
